start_year,season_days_injured,season_minutes_played,height_cm,weight_kg,position,age,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,season_days_injured_prev_season,isForward,isMidfielder,isDefender
2020,14,2361,186.1666667,81.66666667,Defender,31,23.56356432,3,1,1,129,0,0,1
2019,18,2584,180.3333333,68.66666667,Midfielder,21,21.11513901,3.5,3,0,0,0,1,0
2019,9,1096,192,86,Midfielder,24,23.32899306,4,3,0,0,0,1,0
2018,61,2298,184.3333333,77.83333333,Midfielder,27,22.90645468,3.5,3,0,0,0,1,0
2020,288,799,184.3333333,77.83333333,Midfielder,29,22.90645468,3.5,3,0,61,0,1,0
2017,121,2003,175,67,Midfielder,28,21.87755102,3.5,3,0,0,0,1,0
2018,191,529,175,67,Midfielder,29,21.87755102,3.5,3,1,121,0,1,0
2019,115,1041,175,67,Midfielder,30,21.87755102,3.5,3,1,191,0,1,0
2020,7,1502,183.3333333,71.33333333,Midfielder,28,21.2231405,3,3,0,0,0,1,0
2020,7,1502,181,71.6,Midfielder,22,21.85525472,3.5,3,0,7,0,1,0
2017,202,321,187.5,89,Goalkeeper,31,25.31555556,3,0,0,0,0,0,0
2018,63,1805,187.5,89,Goalkeeper,32,25.31555556,3,0,1,202,0,0,0
2019,325,1890,187.5,89,Goalkeeper,33,25.31555556,3,0,0,63,0,0,0
2020,32,0,187.5,89,Goalkeeper,34,25.31555556,3,0,1,325,0,0,0
2017,16,2579,178,66,Midfielder,25,20.83070319,3,3,0,0,0,1,0
2016,120,0,188,83.4,Defender,22,23.59665007,3,1,0,0,0,0,1
2020,15,0,172,72,Midfielder,19,24.33747972,3,3,0,0,0,1,0
2018,37,1282,187.5,82,Defender,28,23.32444444,3.5,1,0,0,0,0,1
2018,37,1282,187.5,82,Forward,28,23.32444444,3.5,2,0,37,1,0,0
2018,37,1282,186,84,Defender,26,24.28026361,3,1,0,37,0,0,1
2018,37,1282,186,84,Forward,26,24.28026361,3,2,0,37,1,0,0
2019,47,1166,181,72,Midfielder,26,21.97735112,3.5,3,0,0,0,1,0
2017,57,0,190,75.4,Defender,18,20.88642659,3,1,0,0,0,0,1
2017,70,2017,183,90,Forward,29,26.8744961,3.5,2,0,0,1,0,0
2018,21,2761,183,90,Forward,30,26.8744961,3.5,2,0,70,1,0,0
2019,79,2319,183,90,Forward,31,26.8744961,3.5,2,0,21,1,0,0
2019,44,14,180,72,Forward,17,22.22222222,3.5,2,0,0,1,0,0
2019,175,213,175,65,Defender,20,21.2244898,3.5,1,0,0,0,0,1
2020,49,1805,175,65,Defender,21,21.2244898,3.5,1,1,175,0,0,1
2017,221,207,196,78,Defender,24,20.30403998,3,1,0,0,0,0,1
2019,27,3063,196,78,Defender,26,20.30403998,3,1,1,221,0,0,1
2016,153,2126,185,79.33333333,Midfielder,31,23.17993669,3.5,3,0,0,0,1,0
2016,73,1296,185,80,Forward,28,23.37472608,3.5,2,0,0,1,0,0
2016,20,2573,177,79.66666667,Defender,26,25.4290487,3,1,0,0,0,0,1
2017,42,2203,177,79.66666667,Defender,27,25.4290487,3,1,0,20,0,0,1
2018,23,36,177,79.66666667,Defender,28,25.4290487,3,1,0,42,0,0,1
2017,133,917,185.3333333,83.33333333,Midfielder,26,24.26116661,3.5,3,0,0,0,1,0
2018,116,565,185.3333333,83.33333333,Midfielder,27,24.26116661,3.5,3,1,133,0,1,0
2019,1,30,185.3333333,83.33333333,Midfielder,28,24.26116661,3.5,3,0,116,0,1,0
2016,35,469,180.6666667,80.5,Forward,22,24.66265438,3,2,0,0,1,0,0
2016,33,941,183.6666667,82.66666667,Forward,22,24.50584814,4,2,0,0,1,0,0
2017,132,4,183.6666667,82.66666667,Forward,23,24.50584814,4,2,0,33,1,0,0
2018,292,51,183.6666667,82.66666667,Forward,24,24.50584814,4,2,1,132,1,0,0
2016,225,862,191.4,85,Defender,30,23.20251483,3,1,0,0,0,0,1
2017,123,1466,191.4,85,Defender,31,23.20251483,3,1,1,225,0,0,1
2018,89,1293,191.4,85,Defender,32,23.20251483,3,1,1,123,0,0,1
2016,231,1955,193,92,Defender,25,24.69864963,3,1,0,0,0,0,1
2017,25,2383,193,92,Defender,26,24.69864963,3,1,1,231,0,0,1
2018,9,3570,193,92,Defender,27,24.69864963,3,1,0,25,0,0,1
2020,254,391,193,92,Defender,29,24.69864963,3,1,0,9,0,0,1
2016,87,855,188,80,Goalkeeper,28,22.63467632,3,0,0,0,0,0,0
2017,10,2565,198,90,Goalkeeper,30,22.95684114,3,0,0,0,0,0,0
2018,45,1665,198,90,Goalkeeper,31,22.95684114,3,0,0,10,0,0,0
2020,122,0,198,90,Goalkeeper,33,22.95684114,3,0,0,45,0,0,0
2016,51,1624,176,83,Forward,31,26.79493802,3.5,2,0,0,1,0,0
2017,28,2339,176,83,Forward,32,26.79493802,3.5,2,0,51,1,0,0
2020,44,2379,187.5,76,Defender,20,21.61777778,3,1,0,0,0,0,1
2018,2,1235,188.6666667,77.83333333,Defender,24,21.86629874,3.5,1,0,0,0,0,1
2016,108,2565,185.6666667,98.33333333,Defender,32,28.5254747,3.5,1,0,0,0,0,1
2017,45,2973,185.6666667,98.33333333,Defender,33,28.5254747,3.5,1,0,108,0,0,1
2019,27,480,185.6666667,98.33333333,Defender,35,28.5254747,3.5,1,0,45,0,0,1
2020,121,29,185.6666667,98.33333333,Defender,36,28.5254747,3.5,1,0,27,0,0,1
2017,31,3091,184.3333333,74.33333333,Midfielder,21,21.87639998,3.5,3,0,0,0,1,0
2018,3,3468,184.3333333,74.33333333,Midfielder,22,21.87639998,3.5,3,0,31,0,1,0
2019,42,2819,184.3333333,74.33333333,Midfielder,23,21.87639998,3.5,3,0,3,0,1,0
2020,84,2289,184.3333333,74.33333333,Midfielder,24,21.87639998,3.5,3,0,42,0,1,0
2017,329,759,182,88.83333333,Forward,29,26.81841968,2.5,2,0,0,1,0,0
2017,118,2686,180,66,Forward,25,20.37037037,3.5,2,0,0,1,0,0
2018,31,3195,180,66,Forward,26,20.37037037,3.5,2,0,118,1,0,0
2019,30,3465,180,66,Forward,27,20.37037037,3.5,2,0,31,1,0,0
2020,52,2754,180,66,Forward,28,20.37037037,3.5,2,0,30,1,0,0
2017,88,1029,185,73.83333333,Midfielder,22,21.57292428,3,3,0,0,0,1,0
2018,47,2504,185,73.83333333,Midfielder,23,21.57292428,3,3,0,88,0,1,0
2019,45,2342,185,73.83333333,Midfielder,24,21.57292428,3,3,0,47,0,1,0
2016,439,292,187,72,Forward,23,20.58966513,3,2,0,0,1,0,0
2019,88,2090,193,89,Defender,28,23.89325888,3,1,0,0,0,0,1
2020,45,1980,193,89,Defender,29,23.89325888,3,1,0,88,0,0,1
2016,33,2725,190,87,Defender,28,24.09972299,3,1,0,0,0,0,1
2017,535,1529,190,87,Defender,29,24.09972299,3,1,0,33,0,0,1
2019,76,0,190,87,Defender,31,24.09972299,3,1,1,535,0,0,1
2016,53,1761,169,72,Midfielder,25,25.20920136,3.5,3,0,0,0,1,0
2017,11,3179,169,72,Midfielder,26,25.20920136,3.5,3,0,53,0,1,0
2018,67,1142,169,72,Midfielder,27,25.20920136,3.5,3,0,11,0,1,0
2019,251,210,169,72,Midfielder,28,25.20920136,3.5,3,0,67,0,1,0
2020,40,600,169,72,Midfielder,29,25.20920136,3.5,3,1,251,0,1,0
2016,370,1092,186.5,84,Forward,27,24.15024905,4,2,0,0,1,0,0
2018,8,1849,180,73.75,Defender,19,22.76234568,4,1,0,0,0,0,1
2019,102,808,180,73.75,Defender,20,22.76234568,4,1,0,8,0,0,1
2020,13,116,180,73.75,Defender,21,22.76234568,4,1,0,102,0,0,1
2018,158,947,194.5,89.25,Defender,24,23.59223108,3,1,0,0,0,0,1
2019,54,2421,194.5,89.25,Defender,25,23.59223108,3,1,1,158,0,0,1
2020,83,2044,194.5,89.25,Defender,26,23.59223108,3,1,0,54,0,0,1
2016,16,2227,174.3333333,71,Midfielder,30,23.36132549,3,3,0,0,0,1,0
2017,48,2467,174.3333333,71,Midfielder,31,23.36132549,3,3,0,16,0,1,0
2018,40,627,178.5,72,Forward,26,22.5972742,4,2,0,0,1,0,0
2019,46,288,178.5,72,Forward,27,22.5972742,4,2,0,40,1,0,0
2018,124,1880,182,80,Midfielder,22,24.1516725,3.5,3,0,0,0,1,0
2020,30,95,191,84.8,Goalkeeper,25,23.24497684,3,0,0,0,0,0,0
2016,210,2577,195,95,Forward,35,24.98356345,2.5,2,0,0,1,0,0
2017,84,122,195,95,Forward,36,24.98356345,2.5,2,1,210,1,0,0
